t,x_gt,y_gt,vx_gt,vy_gt,psi_gt,ax_imu,ay_imu,omega_imu,Bx_gt_nT,By_gt_nT,Bz_gt_nT
22.0,526.8516598443865,522.9478754426057,1.2181272602147715,1.0348619347067256,0.7042336738790228,0.0009444511895812637,-0.0020373301610327765,-0.0003295598071302334,20000.0,-5000.0,63666.09974691725
23.0,528.0696235151006,523.9821781537752,1.2177926609619476,1.033718282404834,0.7038236561445869,-0.0005027526597761853,-7.452516706302941e-05,-0.00044187562569359757,20000.0,-5000.0,63561.64099928304
24.0,529.2872451663104,525.0153120074153,1.2174432232898766,1.0325242481321766,0.7033950699181317,-0.0008023809253519896,-0.001285631296753467,-0.000535034050976829,20000.0,-5000.0,63457.174200159774
25.0,530.5045099616804,526.0472266500395,1.2170789514563012,1.0312798900843063,0.7029478697932879,-0.0007379592200571831,0.0008338116796571919,-0.0004424471407807942,20000.0,-5000.0,63352.70843435567
26.0,531.721403069223,527.077871787584,1.2166998498998396,1.02998526890957,0.7024820083582504,0.00016716851925328879,-0.0012715517724563453,-0.0006310477768447679,20000.0,-5000.0,63248.2527926596
27.0,532.93790966148,528.1071971878587,1.216305923239645,1.028640447705925,0.7019974361865925,-2.121932537330908e-05,-0.002333150656229919,-0.0004273793152967879,20000.0,-5000.0,63143.81636969595
28.0,534.1540149157023,529.1351526829958,1.2158971762755755,1.0272454920180394,0.7014941018276833,1.3150152548565002e-05,-0.00014378355231883843,-0.0006283989788471143,20000.0,-5000.0,63039.40826177817
29.0,535.3697040140312,530.1616881718948,1.2154736139881948,1.0258004698340528,0.700971951796683,1.7152091764624424e-05,-0.0008138919716046989,-0.0004182634198368554,20000.0,-5000.0,62935.03756476174
30.0,536.5849621436787,531.1867536226639,1.2150352415384305,1.0243054515823928,0.7004309305643764,0.0017818648333123724,-0.0007639213666562676,-0.0005922556046587614,20000.0,-5000.0,62830.713371897975
31.0,537.799774497108,532.2102990750595,1.2145820642676313,1.0227605101280801,0.6998709805462711,-0.0008833104374409385,-0.0003314593632136179,-0.000438313346664068,20000.0,-5000.0,62726.4447716895
32.0,539.014126272214,533.2322746429201,1.2141140876976237,1.0211657207694316,0.6992920420915575,-0.0010081838250308396,-0.002298682018221307,-0.0007270102987955587,20000.0,-5000.0,62622.240845748485
33.0,540.2280026725033,534.2526305165984,1.2136313175307123,1.019521161234195,0.6986940534714888,-0.001336611605180497,-0.001801767369748701,-0.0006911914852346909,20000.0,-5000.0,62518.1106666589
34.0,541.4413889072754,535.2713169653885,1.2131337596491676,1.0178269116758543,0.6980769508677197,0.00013576371010489362,-0.0018973872199769583,-0.0005796800731099174,20000.0,-5000.0,62414.06329584355
35.0,542.6542701918016,536.2882843399501,1.2126214201155676,1.0160830546698776,0.6974406683599411,0.0006545758969756193,-0.003111191221901366,-0.0005014514338673048,20000.0,-5000.0,62310.10778143737
36.0,543.8666317475065,537.3034830747282,1.212094305172684,1.014289675209227,0.6967851379130101,-0.0006530221472106579,-0.0020922708874343255,-0.0004595076010712564,20000.0,-5000.0,62206.25315616751
37.0,545.078458802147,538.3168636903686,1.211552421243141,1.012446860700777,0.69611028936428,-0.0014231558195185315,-0.000477448947669502,-0.0006794386120831253,20000.0,-5000.0,62102.50843524173
38.0,546.2897365899928,539.3283767961298,1.2109957749297564,1.010554700960654,0.6954160504097975,-0.0014216101529303778,-0.001669918469060496,-0.00047716892265710624,20000.0,-5000.0,61998.8826142459
39.0,547.5004503520065,540.3379730922899,1.2104243730150301,1.0086132882100856,0.6947023465907604,9.793935515734517e-05,-0.003366100740932146,-0.0007592230565985391,20000.0,-5000.0,61895.384667051825
40.0,548.7105853360229,541.3456033725499,1.2098382224612578,1.0066227170707975,0.6939691012791676,0.00017957623890982538,-0.0036334117787609477,-0.000607452799290676,20000.0,-5000.0,61792.02354373599
41.0,549.920126796929,542.3512185264315,1.2092373304105877,1.0045830845604087,0.6932162356631569,-4.32959728599695e-05,-0.000332492832771673,-0.0008789940478469743,20000.0,-5000.0,61688.80816851109
42.0,551.129059996844,543.3547695416707,1.2086217041846794,1.00249449008777,0.6924436687321429,-0.0013152210205759208,-0.0022069700831385142,-0.0007306008213945173,20000.0,-5000.0,61585.74743767027
43.0,552.3373702052984,544.356207506607,1.2079913512846474,1.000357035447962,0.6916513172613374,-0.0003962292608568139,-0.002835237854364013,-0.0010912828030138738,20000.0,-5000.0,61482.85021754615
44.0,553.5450426994133,545.3554836125667,1.2073462793912313,0.9981708248175778,0.6908390957959832,-0.0005310564464825882,-0.002495528515775087,-0.000960619690030576,20000.0,-5000.0,61380.12534248473
45.0,554.7520627640808,546.3525491562422,1.2066864963644548,0.9959359647493216,0.6900069166351244,-0.0004396651254073401,-0.00379575539450327,-0.0007846088130222764,20000.0,-5000.0,61277.581612835915
46.0,555.9584156921422,547.3473555420653,1.2060120102434553,0.9936525641672347,0.6891546898152816,0.00022458509523793485,-0.000827379490771669,-0.0010242693316298256,20000.0,-5000.0,61175.22779296091
47.0,557.1640867845678,548.3398542845766,1.205322829246768,0.9913207343610679,0.6882823230931879,-0.0004639508098474949,-0.002764822513149229,-0.0008297926338637098,20000.0,-5000.0,61073.07260925807
48.0,558.3690613506358,549.3299970107875,1.2046189617718142,0.9889405889808245,0.687389721928597,-5.0329168069581254e-06,-0.000981939310663024,-0.0007908977210933688,20000.0,-5000.0,60971.12474820777
49.0,559.5733247081114,550.3177354625383,1.2039004163949016,0.9865122440314167,0.6864767894666061,-0.0006555874251516655,-0.002398659906960004,-0.000985017341560793,20000.0,-5000.0,60869.39285443735
50.0,560.7768621834256,551.3030214988503,1.2031672018713948,0.9840358178669817,0.6855434265194078,-0.00043981642019970537,-0.0010134754413481458,-0.0010632107525079008,20000.0,-5000.0,60767.88552880703
51.0,561.9796591118542,552.2858070982722,1.2024193271352033,0.9815114311851403,0.6845895315479593,-9.856438150703938e-05,-0.00228130404762448,-0.001022733927882129,20000.0,-5000.0,60666.61132651769
52.0,563.181700837696,553.2660443612206,1.2016568012989524,0.978939207020801,0.6836150006428149,-0.0022855107288990346,-0.001708588299278661,-0.0011040962179506531,20000.0,-5000.0,60565.578755241295
53.0,564.3829727144521,554.2436855123138,1.2008796336538126,0.9763192707405892,0.6826197275050784,-0.001116990568101797,-0.0018957622010656744,-0.0010181897189262764,20000.0,-5000.0,60464.79627327524
54.0,565.5834601050036,555.2186829027017,1.200087833669329,0.9736517500364812,0.6816036034266301,-0.0012883705319333182,-0.0020429302697444786,-0.0010140057648295611,20000.0,-5000.0,60364.27228772075
55.0,566.7831483817907,556.1909890123868,1.1992814109933079,0.9709367749196645,0.6805665172701159,-0.0014782593767837962,-0.0023767313118183524,-0.00108538974332432,20000.0,-5000.0,60264.01515268681
56.0,567.9820229269902,557.1605564525411,1.1984603754517025,0.9681744777143422,0.679508355448582,-0.00111452681975558,-0.00302809114407085,-0.00086211929121483,20000.0,-5000.0,60164.033167520196
57.0,569.1800691326941,558.1273379678155,1.1976247370487272,0.9653649930507981,0.678429001904321,0.0007120319115107123,-0.0008406661134514161,-0.0011787927623284505,20000.0,-5000.0,60064.33457506223
58.0,570.3772724010877,559.0912864386427,1.196774505966232,0.9625084578593714,0.6773283380881547,-0.0017581184751127772,-0.0038233434412292848,-0.000939657963019197,20000.0,-5000.0,59964.92755993339
59.0,571.5736181446266,560.0523548835342,1.1959096925640438,0.959605011363692,0.6762062429376325,0.00013505767144686063,-0.002922350788803975,-0.0012613755065387765,20000.0,-5000.0,59865.8202468461
60.0,572.7690917862158,561.01049646137,1.1950303073797386,0.9566547950735185,0.6750625928549412,-0.0026371065938582622,-0.0029580457152728725,-0.0011455088979077626,20000.0,-5000.0,59767.020698946886
61.0,573.9636787593861,561.9656644736813,1.1941363611281872,0.9536579527782578,0.6738972616849407,-0.0012495527755607423,-0.002601482588692231,-0.001030225002648606,20000.0,-5000.0,59668.5369161881
62.0,575.1573645084721,562.9178123669266,1.1932278647018961,0.9506146305398033,0.6727101206922173,-0.0007464780025333642,-0.0035132050100173356,-0.001058486923740871,20000.0,-5000.0,59570.37683373047
63.0,576.3501344887899,563.8668937347609,1.1923048291707232,0.9475249766853722,0.6715010385380862,-0.00032053894964807533,-0.0027853602737385203,-0.0012719851797429328,20000.0,-5000.0,59472.548320376576
64.0,577.5419741668136,564.8128623202973,1.1913672657814232,0.9443891418003432,0.6702698812573602,-0.0002050376383696597,-0.003334470986803304,-0.0011737601021386463,20000.0,-5000.0,59375.05917703627
65.0,578.7328690203527,565.7556720183616,1.1904151859579315,0.941207278720924,0.6690165122344315,-0.00013413028288480737,-0.004850271198049007,-0.001212565390110803,20000.0,-5000.0,59277.91713522458
66.0,579.9228045387295,566.6952768777392,1.1894486013011942,0.9379795425265343,0.6677407921790985,-0.0013365583732274755,-0.003240658261635182,-0.0013536023038912205,20000.0,-5000.0,59181.12985559252
67.0,581.1117662229551,567.6316311034146,1.1884675235885425,0.9347060905324724,0.6664425791024386,-0.001469234547503315,-0.004440985692667592,-0.0012335154584519551,20000.0,-5000.0,59084.704926491526
68.0,582.2997395859065,568.5646890588041,1.1874719647740903,0.9313870822822992,0.6651217282918327,-0.0001103677074414445,-0.005145730849014481,-0.0011023868890953812,20000.0,-5000.0,58988.64986257232
69.0,583.4867101525033,569.4944052679792,1.1864619369885645,0.9280226795397652,0.6637780922857109,-0.0012162417525821765,-0.003244648900306576,-0.0012968895318503232,20000.0,-5000.0,58892.97210341794
70.0,584.6726634598837,570.4207344178836,1.1854374525387925,0.9246130462810243,0.662411520848314,-0.0023586146130879786,-0.0029246924425367794,-0.001308219696055196,20000.0,-5000.0,58797.679012212415
71.0,585.8575850575809,571.3436313605413,1.1843985239077597,0.9211583486868449,0.6610218609439622,-0.0022249357027225437,-0.002929299389579953,-0.0013183291274750934,20000.0,-5000.0,58702.77787444486
72.0,587.0414605076992,572.2630511152573,1.1833451637544385,0.9176587551343118,0.6596089567108946,-0.0020169399138044155,-0.0029320123295295685,-0.001604909866817247,20000.0,-5000.0,58608.275896649626
73.0,588.2242753850898,573.1789488708099,1.182277384913732,0.9141144361886404,0.6581726494348759,-0.0005578587840406834,-0.005576782198938989,-0.001391291695550584,20000.0,-5000.0,58514.18020518317
74.0,589.4060152775266,574.0912799876346,1.181195200396246,0.9105255645950479,0.6567127775226652,-0.0009412363048623315,-0.005026725357237345,-0.0015972182512746617,20000.0,-5000.0,58420.49784503756
75.0,590.5866657858822,575.0,1.1800986233880053,0.9068923152699995,0.655229176474952,-0.00038555663869395786,-0.0016025867749744748,-0.0015683492935223086,20000.0,-5000.0,58327.23577869152
76.0,591.7662125243027,575.9050646181746,1.1789876672503965,0.9032148652928527,0.6537216788591911,-0.001562546759830498,-0.004788717294357809,-0.00125271847824897,20000.0,-5000.0,58234.40088499901
77.0,592.944641120383,576.8064297305857,1.1778623455201682,0.8994933938974441,0.65219011428218,-0.0009675922452287672,-0.003108023706934496,-0.0015749406285708951,20000.0,-5000.0,58141.999958115666
78.0,594.121937215343,577.7040514059695,1.1767226719089763,0.8957280824630516,0.6506343093622962,-0.0004961333166458499,-0.004501659448089003,-0.0016593607041991123,20000.0,-5000.0,58050.03970646362
79.0,595.298086464201,578.5978858955118,1.1755686603033837,0.8919191145056402,0.6490540877015171,-0.0014829410892348532,-0.00374783161353094,-0.0014502756004686668,20000.0,-5000.0,57958.52675173482
80.0,596.4730745359498,579.4878896349808,1.1744003247646333,0.8880666756688242,0.6474492698572133,-0.0007003745701352662,-0.00453276121490281,-0.0017341632489996286,20000.0,-5000.0,57867.46762793302
81.0,597.6468871137303,580.3740192468495,1.173217679528534,0.8841709537151132,0.6458196733138963,-0.0018782966746006768,-0.0033331802484913597,-0.001697296225835805,20000.0,-5000.0,57776.86878045492
82.0,598.8195098950068,581.256231542411,1.1720207390052337,0.8802321385165328,0.6441651124545376,-0.0015817121709144869,-0.0038179999211915045,-0.0015129875975734514,20000.0,-5000.0,57686.73656521023
83.0,599.9909285917407,582.1344835238825,1.1708095177791051,0.8762504220453025,0.6424853985317486,-0.001615419749577573,-0.004469359718317426,-0.0016871083164821084,20000.0,-5000.0,57597.07724778138
84.0,601.161128930565,583.0087323865016,1.1695840306085756,0.8722259983647405,0.6407803396390059,-0.0024764680433065323,-0.005138018166288763,-0.0019105509492050126,20000.0,-5000.0,57507.89700262243
85.0,602.3300966529579,583.878935520612,1.1683442924256724,0.8681590636195438,0.6390497406815647,-0.0007403305866537372,-0.0038095652198213907,-0.0016763325299115497,20000.0,-5000.0,57419.201912297765
86.0,603.4978175154164,584.7450505137407,1.1670903183362498,0.8640498160263519,0.6372934033471823,-0.0017493343302818366,-0.005391716134702764,-0.001818236510716357,20000.0,-5000.0,57330.99796676039
87.0,604.6642772896304,585.6070351526647,1.1658221236195914,0.8598984558641405,0.6355111260769601,-0.001262301517553671,-0.003727669888696708,-0.0016053113251799545,20000.0,-5000.0,57243.2910626701
88.0,605.8294617626556,586.464847425469,1.1645397237282964,0.8557051854643305,0.6337027040358889,-0.0007894449192821234,-0.0014821789931877762,-0.0018964100980218693,20000.0,-5000.0,57156.087002751185
89.0,606.993356737087,587.3184455235934,1.1632431342879954,0.8514702092010111,0.6318679290835263,-0.0008392158824748236,-0.002851343497551075,-0.00171832175839231,20000.0,-5000.0,57069.39149519028
90.0,608.1559480312316,588.167787843871,1.1619323710972367,0.8471937334809354,0.6300065897445034,-0.0006257402240451771,-0.003549930021737088,-0.0016555839940987345,20000.0,-5000.0,56983.2101530738
91.0,609.3172214792814,589.0128329905552,1.160607450127145,0.8428759667334589,0.6281184711791444,-0.0014344316918042765,-0.004427351668500706,-0.0020066351044411668,20000.0,-5000.0,56897.54849386519
92.0,610.4771629314859,589.8535397773379,1.1592683875215357,0.8385171194004784,0.6262033551539774,-0.0017864199812880801,-0.006395879422061253,-0.0019525706620741672,20000.0,-5000.0,56812.41193892195
93.0,611.6357582543245,590.6898672293562,1.1579151995965162,0.8341174039260864,0.6242610200124048,-0.001443161421707874,-0.0057954215727821935,-0.0019080956820114962,20000.0,-5000.0,56727.8058130522
94.0,612.7929933306789,591.5217745851901,1.1565479028401455,0.8296770347462825,0.6222912406455192,-0.0031294276467227454,-0.003126287874789924,-0.0020894237420051873,20000.0,-5000.0,56643.735344110886
95.0,613.9488540600048,592.3492212988488,1.1551665139126044,0.8251962282782301,0.6202937884626236,-0.0028936439744288965,-0.005322382527064385,-0.001978046619047636,20000.0,-5000.0,56560.20566263526
96.0,615.1033263585041,593.1721670417465,1.1537710496456839,0.8206752029101381,0.6182684313625907,-0.002778302488755759,-0.005268353327186994,-0.002067185559587019,20000.0,-5000.0,56477.22180151977
97.0,616.2563961592962,593.990571704669,1.152361527042558,0.8161141789905173,0.6162149337049944,-0.002453831772628866,-0.004753213770961697,-0.0020979321665751606,20000.0,-5000.0,56394.78869572986
98.0,617.4080494125892,594.8043953997276,1.1509379632778973,0.8115133788172102,0.6141330562812475,-0.0010147495882230505,-0.005725266048595783,-0.002090149055119691,20000.0,-5000.0,56312.9111820548
99.0,618.558272085852,595.6135984623035,1.1495003756974143,0.8068730266266471,0.6120225562864225,-0.002386426858856759,-0.005936041446892818,-0.0021161394730260913,20000.0,-5000.0,56231.59399889906
100.0,619.707050163984,596.4181414529809,1.1480487818175789,0.8021933485831028,0.6098831872913655,-0.0018519348390383635,-0.004751727652868048,-0.002133703450453529,20000.0,-5000.0,56150.841786112236
101.0,620.8543696494871,597.2179851594697,1.1465831993256188,0.7974745727674417,0.6077146992148033,-0.00012117255744424757,-0.0056655361278045505,-0.0022570777018273724,20000.0,-5000.0,56070.659084857
102.0,622.0002165626353,598.0130905985158,1.1451036460792352,0.792716929166204,0.605516838296219,-0.0018570984011784626,-0.005547733739155137,-0.0022811917113051243,20000.0,-5000.0,55991.050337515124
103.0,623.1445769416456,598.8034190178021,1.1436101401063183,0.7879206496602364,0.6032893470689631,-0.0007333447169751912,-0.005628038224774298,-0.002257072280482022,20000.0,-5000.0,55912.01988763088
104.0,624.2874368428479,599.5889318978362,1.1421026996047772,0.7830859680133244,0.6010319643338699,-0.0024855031661129637,-0.004310430717844193,-0.0022779846609537156,20000.0,-5000.0,55833.57197989189
105.0,625.4287823408552,600.3695909538287,1.1405813429421983,0.7782131198611637,0.5987444251337556,-0.0017419918242997988,-0.005133258729544721,-0.0023569116986916824,20000.0,-5000.0,55755.71076014676
106.0,626.5685995287323,601.1453581375586,1.1390460886558458,0.7733023426993668,0.5964264607278682,-0.0025303613773103133,-0.005115364038826951,-0.002293334785574674,20000.0,-5000.0,55678.44027545944
107.0,627.7068745181668,601.9161956392275,1.137496955452491,0.7683538758723785,0.594077798567672,-0.001908709260255107,-0.004346276416488611,-0.0025881151721022493,20000.0,-5000.0,55601.76447419968
108.0,628.8435934396373,602.6820658893033,1.1359339622076732,0.7633679605614816,0.5916981622731088,-0.0006958652951850385,-0.005152260875856775,-0.0024854128146037774,20000.0,-5000.0,55525.687206169074
109.0,629.9787424425822,603.4429315603504,1.134357127965984,0.7583448397731445,0.5892872716094981,-0.00338042145723259,-0.005331027416434051,-0.0024612067527584433,20000.0,-5000.0,55450.21222276307
110.0,631.1123076955693,604.1987555688496,1.1327664719406698,0.7532847583271973,0.5868448424655337,-0.0011456904711134213,-0.004589098441337624,-0.0025639984875249194,20000.0,-5000.0,55375.343177167255
111.0,632.2442753864635,604.9495010770048,1.1311620135133467,0.7481879628447814,0.5843705868320903,-0.0013640686180840034,-0.004420000766530574,-0.0022892499510126364,20000.0,-5000.0,55301.08362458861
112.0,633.374631722596,605.6951314945392,1.1295437722338875,0.7430547017366393,0.5818642127822375,-0.0022431292939964443,-0.005304347666922626,-0.002520253385095018,20000.0,-5000.0,55227.43702252068
113.0,634.5033629309313,606.4356104804781,1.1279117678200237,0.7378852251906665,0.5793254244520671,-0.003142996452115459,-0.005103613924615438,-0.0025333296300607553,20000.0,-5000.0,55154.40673104219
114.0,635.630455258236,607.1709019449205,1.1262660201572885,0.732679785159803,0.5767539220228175,-0.0015775835869103743,-0.006036475831754145,-0.002647648525684097,20000.0,-5000.0,55081.99601314891
115.0,636.7558949712459,607.9009700507977,1.1246065492984485,0.727438635349813,0.5741494017044553,-0.002217075409869387,-0.006154118429650478,-0.0026231304816907554,20000.0,-5000.0,55010.20803511808
116.0,637.8796683568329,608.6257792156201,1.122933375463674,0.7221620312070058,0.5715115557203309,-0.001437996431016948,-0.004494172173199716,-0.0028046432856033304,20000.0,-5000.0,54939.04586690472
117.0,639.0017617221732,609.3452941132117,1.1212465190401986,0.716850229905674,0.5688400722933646,-0.001670957881432223,-0.004866462922797722,-0.002709417743556474,20000.0,-5000.0,54868.51248256965
118.0,640.1221613949133,610.0594796754315,1.1195460005816358,0.7115034903354172,0.5661346356338999,-4.124510622462098e-05,-0.004890498687177966,-0.002838212592172864,20000.0,-5000.0,54798.610760738324
119.0,641.2408537233365,610.7683010938825,1.1178318408083783,0.7061220730888067,0.5633949259290366,-0.001969936295527253,-0.005106493644551859,-0.002791243473711162,20000.0,-5000.0,54729.343485090256
120.0,642.35782507653,611.4717238216091,1.1161040606069719,0.7007062404485964,0.5606206193339052,-0.0027991731678280425,-0.005384849913075927,-0.0031076970276310806,20000.0,-5000.0,54660.71334487808
121.0,643.4730618445504,612.1697135747797,1.1143626810297746,0.695256256374762,0.5578113879646375,-0.0015616946906545,-0.004742552543246208,-0.00296607044825083,20000.0,-5000.0,54592.72293547599
122.0,644.5865504385896,612.8622363343586,1.112607723294957,0.6897723864918817,0.554966899893458,-0.0015329060633343264,-0.004528023613997593,-0.0026816162526597177,20000.0,-5000.0,54525.374758956896
123.0,645.6982772911404,613.5492583477635,1.1108392087862171,0.6842548980759489,0.5520868191456882,-0.00036152002885261316,-0.004586347313021071,-0.002795564875040764,20000.0,-5000.0,54458.67122469749
124.0,646.808228856162,614.2307461305105,1.1090571590522131,0.6787040600415821,0.5491708056994101,-0.0009201636004313767,-0.005672201955300784,-0.0027713646803995294,20000.0,-5000.0,54392.614650010895
125.0,647.9163916092448,614.9066664678467,1.1072615958066763,0.6731201429289513,0.5462185154870949,-0.0014311088064393313,-0.004157636887419487,-0.002799339229029709,20000.0,-5000.0,54327.207260806106
126.0,649.0227520477754,615.5769864163684,1.1054525409281268,0.667503418890135,0.5432296003995762,-0.0002937317950757437,-0.005395356721065615,-0.0029243479205912338,20000.0,-5000.0,54262.45119227367
127.0,650.127296691101,616.2416733056269,1.1036300164591921,0.6618541616763309,0.5402037082934449,-0.0030657427945313806,-0.005007618577002767,-0.0031004487704833564,20000.0,-5000.0,54198.348489596836
128.0,651.2300120806938,616.9006947397211,1.1017940446067769,0.6561726466244977,0.5371404830005816,-0.002508123391689096,-0.005404091145836383,-0.003210082657831101,20000.0,-5000.0,54134.90110868775
129.0,652.3308847803146,617.5540185988759,1.0999446477416654,0.6504591506435986,0.5340395643406578,-0.002819878207722313,-0.005472422614847578,-0.0029784237638866276,20000.0,-5000.0,54072.110916947895
130.0,653.4299013761771,618.2016130410083,1.0980818483981238,0.6447139522013572,0.5309005881371429,-0.002274950800151543,-0.006526203796794346,-0.0031502204979686464,20000.0,-5000.0,54009.9796940521
131.0,654.5270484771108,618.8434465032786,1.0962056692737292,0.6389373313106148,0.5277231862362896,-0.00331482085729455,-0.005062679650062325,-0.0028890049310499074,20000.0,-5000.0,53948.50913275554
132.0,655.6223127147246,619.4794877036295,1.094316133229313,0.6331295695156882,0.524506986529583,-0.0012355492699605464,-0.0028636511859381464,-0.003280844616039212,20000.0,-5000.0,53887.70083972308
133.0,656.7156807435695,620.10970564231,1.0924132632881083,0.627290949878784,0.5212516129802319,-0.0021406707478310106,-0.006243750236637687,-0.0030316686235665447,20000.0,-5000.0,53827.55633638016
134.0,657.8071392413008,620.7340696033871,1.0904970826359204,0.6214217569660718,0.5179566856528962,-0.0034526868944234857,-0.005810491205567137,-0.0033342463267351566,20000.0,-5000.0,53768.07705978467
135.0,658.8966749088413,621.3525491562422,1.0885676146210699,0.6155222768335307,0.514621820747413,-0.0029924568658984234,-0.006378601411535445,-0.0031901411876812144,20000.0,-5000.0,53709.26436351904
136.0,659.9842744705429,621.9651141570541,1.0866248827533695,0.6095927970135335,0.5112466306376832,-0.0016232498065449539,-0.00645195019303664,-0.003186153895263603,20000.0,-5000.0,53651.11951860203
137.0,661.069924674348,622.5717347502692,1.0846689107043517,0.6036336065007504,0.5078307239140711,-0.0010908009397675002,-0.004367437949733372,-0.003562708347621771,20000.0,-5000.0,53593.6437144193
138.0,662.1536122919516,623.1723813700556,1.082699722306927,0.5976449957375394,0.5043737054303565,0.0001011196695415743,-0.006703167307097548,-0.0035376290479957897,20000.0,-5000.0,53536.83805967225
139.0,663.2353241189619,623.7670247417443,1.0807173415551006,0.5916272566003045,0.5008751763562506,0.0010418959156376544,-0.006525272574373054,-0.0036469690916310364,20000.0,-5000.0,53480.703583344424
140.0,664.3150469750618,624.3556358832562,1.0787217926035169,0.5855806823852845,0.4973347342347238,-0.0015710719657208952,-0.007712078726670685,-0.0037133933054295082,20000.0,-5000.0,53425.241235684654
141.0,665.3927677041689,624.9381861065149,1.0767130997672325,0.5795055677940013,0.49375197304437846,-0.0030445228996705868,-0.006877268316567492,-0.0035218004856045594,20000.0,-5000.0,53370.45188920648
